p_Pa,pressure_ratio_local,T_is_K,rho_is_kg_m3,h_is_J_kg,a_is_m_s,c_is_m_s,Ma_is,T_act_K,rho_act_kg_m3,h_act_J_kg,s_act_J_kgK,a_act_m_s,c_act_m_s,Ma_act
1946804.5112781955,4.098535813217254,409.26803253059734,110.37545208226258,488519.3225957659,119.07472129570071,92.35976611309836,0.775645452771957,409.26803253059745,110.37545208226246,488519.3225957659,1792.1748252634611,119.07472129570083,92.35976611309836,0.7756454527719562
1941729.3233082707,4.08785120696478,409.13315567810514,110.0177427882866,488473.2667797729,119.15228867100475,92.85708388944927,0.7793143121727185,409.13315567810525,110.01774278828651,488473.2667797729,1792.1748252634611,119.15228867100481,92.85708388944927,0.7793143121727182
1936654.135338346,4.0771666007123075,408.9981200824839,109.6604991926134,488427.06107282155,119.22994547509302,93.35335795971599,0.78296905687353,408.998120082484,109.66049919261323,488427.06107282155,1792.1748252634604,119.22994547509315,93.35335795971599,0.7829690568735292
1931578.9473684211,4.066481994459834,408.8629249413158,109.30372091901707,488380.70469317585,119.30769089995614,93.84861321109797,0.78660992014164,408.8629249413159,109.30372091901715,488380.70469317585,1792.1748252634602,119.30769089995593,93.84861321109797,0.7866099201416414
1926503.7593984962,4.055797388207361,408.7275694433897,108.94740758569331,488334.196853194,119.38552413787704,94.34287403725848,0.790237130661695,408.7275694433897,108.94740758569331,488334.196853194,1792.1748252634595,119.38552413787704,94.34287403725848,0.790237130661695
1921428.5714285714,4.045112781954887,408.5920527686242,108.59155880530224,488287.5367592673,119.46344438143603,94.83616435444509,0.7938509126828935,408.5920527686243,108.59155880530216,488287.5367592673,1792.17482526346,119.46344438143615,94.83616435444509,0.7938509126828928
1916353.3834586465,4.034428175702414,408.45637408798984,108.23617418501354,488240.7236117559,119.54145082351053,95.32850761700941,0.7974514861606556,408.45637408798984,108.23617418501354,488240.7236117559,1792.1748252634598,119.54145082351053,95.32850761700941,0.7974514861606556
1911278.1954887218,4.023743569449941,408.3205325634307,107.88125332655126,488193.7566049268,119.61954265727594,95.81992683228486,0.801039066892441,408.3205325634308,107.88125332655106,488193.7566049268,1792.17482526346,119.61954265727616,95.81992683228486,0.8010390668924395
1906203.007518797,4.013058963197468,408.18452734778543,107.52679582623595,488146.63492688973,119.69771907620795,96.31044457491883,0.8046138666485437,408.18452734778543,107.52679582623595,488146.63492688973,1792.1748252634595,119.69771907620795,96.31044457491883,0.8046138666485437
1901127.8195488723,4.002374356944994,408.04835758470574,107.17280127503052,488099.3577595308,119.77597927408064,96.80008300066913,0.8081760932980036,408.0483575847058,107.17280127503051,488099.3577595308,1792.174825263459,119.77597927408067,96.80008300066913,0.8081760932980033
1896052.6315789474,3.991689750692521,407.9120224085758,106.81926925858237,488051.92427844775,119.85432244496774,97.28886385965492,0.8117259509295215,407.9120224085759,106.8192692585822,488051.92427844775,1792.174825263459,119.85432244496793,97.28886385965492,0.8117259509295202
1890977.4436090225,3.9810051444400476,407.7755209444289,106.46619935726775,488004.33365288295,119.93274778324064,97.77680850913508,0.815263639968052,407.7755209444289,106.46619935726775,488004.33365288295,1792.1748252634584,119.93274778324064,97.77680850913508,0.815263639968052
1885902.2556390977,3.970320538187574,407.6388523078644,106.11359114623424,487956.5850456552,120.01125448356818,98.2639379258107,0.8187893572870275,407.6388523078643,106.11359114623436,487956.5850456552,1792.1748252634584,120.01125448356811,98.2639379258107,0.8187893572870281
1880827.0676691728,3.9596359319351007,407.50201560496225,105.76144419544539,487908.67761309125,120.08984174091356,98.7502727176765,0.8223032963164706,407.50201560496225,105.76144419544539,487908.67761309125,1792.1748252634582,120.08984174091356,98.7502727176765,0.8223032963164706
1875751.8796992481,3.9489513256826276,407.3650099321982,105.40975806972173,487860.6105049566,120.1685087505337,99.23583313543918,0.8258056471471228,407.3650099321982,105.40975806972173,487860.6105049566,1792.1748252634582,120.1685087505337,99.23583313543918,0.8258056471471228
1870676.6917293235,3.9382667194301546,407.22783437635644,105.05853232878411,487812.38286438544,120.24725470797677,99.72063908352727,0.8292965966308432,407.2278343763565,105.05853232878401,487812.38286438544,1792.1748252634586,120.24725470797691,99.72063908352727,0.8292965966308423
1865601.5037593986,3.927582113177681,407.09048801444106,104.70776652729725,487763.9938278077,120.326078809078,100.2047101307246,0.8327763284775525,407.09048801444106,104.70776652729725,487763.9938278077,1792.174825263458,120.326078809078,100.2047101307246,0.8327763284775525
1860526.3157894737,3.9168975069252077,406.95296991358805,104.35746021491119,487715.4425248783,120.40498024995735,100.68806552040496,0.8362450233485307,406.9529699135879,104.3574602149114,487715.4425248783,1792.174825263457,120.4049802499571,100.68806552040496,0.8362450233485323
1855451.1278195488,3.906212900672734,406.81527913097443,104.00761293630256,487666.728078404,120.48395822701721,101.17072418041707,0.8397028589465003,406.8152791309745,104.00761293630256,487666.728078404,1792.1748252634577,120.48395822701718,101.17072418041707,0.8397028589465005
1850375.939849624,3.8955282944202607,406.67741471372653,103.65822423121857,487617.8496042669,120.56301193693645,101.65270473265392,0.8431500101028162,406.6774147137265,103.65822423121868,487617.8496042669,1792.1748252634573,120.56301193693629,101.65270473265392,0.8431500101028173
1845300.7518796993,3.884843688167788,406.53937569882805,103.30929363451723,487568.8062113517,120.64214057666726,102.1340255022515,0.8465866488612743,406.5393756988281,103.30929363451716,487568.8062113517,1792.174825263458,120.64214057666733,102.1340255022515,0.8465866488612739
1840225.5639097744,3.8741590819153147,406.4011611130253,102.96082067620944,487519.5970014675,120.72134334343102,102.6147045265103,0.8500129445593517,406.4011611130253,102.96082067620944,487519.5970014675,1792.174825263457,120.72134334343102,102.6147045265103,0.8500129445593517
1835150.3759398498,3.8634744756628416,406.26276997273385,102.61280488149963,487470.221069272,120.80061943471365,103.09475956349056,0.8534290639064795,406.26276997273385,102.61280488149963,487470.221069272,1792.1748252634577,120.80061943471365,103.09475956349056,0.8534290639064795
1830075.1879699249,3.852789869410368,406.1242012839397,102.2652457708285,487420.67750219104,120.8799680482592,103.57420810035619,0.8568351710599891,406.12420128393967,102.26524577082851,487420.67750219104,1792.174825263457,120.87996804825919,103.57420810035619,0.8568351710599892
1825000.0,3.8421052631578947,405.98545404210427,101.9181428599118,487370.9653803411,120.95938838206669,104.05306736139866,0.8602314276981369,405.98545404210415,101.91814285991185,487370.9653803411,1792.1748252634573,120.95938838206668,104.05306736139866,0.860231427698137
1819924.8120300751,3.831420656905421,405.8465272320637,101.57149565978264,487321.0837764477,121.03887963438325,104.53135431583482,0.8636179930910466,405.84652723206364,101.57149565978264,487321.0837764477,1792.1748252634573,121.03887963438328,104.53135431583482,0.8636179930910465
1814849.6240601502,3.8207360506529477,405.7074198279301,101.22530367683109,487271.03175576334,121.11844100369873,105.00908568534106,0.8669950241692285,405.7074198279301,101.22530367683109,487271.03175576334,1792.1748252634573,121.11844100369873,105.00908568534106,0.8669950241692285
1809774.4360902256,3.8100514444004747,405.56813079298854,100.8795664128455,487220.8083759852,121.19807168873919,105.48627795134115,0.8703626755898471,405.56813079298854,100.8795664128455,487220.8083759852,1792.174825263457,121.19807168873919,105.48627795134115,0.8703626755898471
1804699.2481203007,3.7993668381480017,405.42865907959595,100.53428336505056,487170.41268717154,121.27777088846248,105.96294736206093,0.8737210998008333,405.428659079596,100.53428336505046,487170.41268717154,1792.1748252634573,121.27777088846263,105.96294736206093,0.8737210998008323
1799624.060150376,3.7886822318955287,405.28900362907524,100.18945402614949,487119.8437316551,121.35753780204945,106.43910993938168,0.8770704471031561,405.2890036290753,100.18945402614949,487119.8437316551,1792.174825263457,121.35753780204949,106.43910993938168,0.8770704471031558
1794548.8721804512,3.777997625643055,405.14916337161094,99.8450778843622,487069.1005439585,121.4373716288988,106.9147814854476,0.8804108657108385,405.14916337161094,99.8450778843622,487069.1005439585,1792.174825263457,121.4373716288988,106.9147814854476,0.8804108657108385
1789473.6842105263,3.7673130193905817,405.00913722614166,99.50115442346474,487018.18215070537,121.51727156862042,107.38997758909926,0.8837425018093538,405.0091372261416,99.50115442346481,487018.18215070537,1792.1748252634573,121.51727156862032,107.38997758909926,0.8837425018093544
1784398.4962406014,3.7566284131381082,404.8689241002512,99.15768312282938,486967.08757053176,121.59723682102704,107.86471363209778,0.8870654996121212,404.8689241002511,99.15768312282941,486967.08757053176,1792.174825263457,121.59723682102702,107.86471363209778,0.8870654996121213
1779323.3082706765,3.7459438068856348,404.7285228900593,98.81466345746216,486915.8158139966,121.67726658612895,108.33900479515577,0.890380001415205,404.7285228900592,98.81466345746226,486915.8158139966,1792.1748252634568,121.67726658612891,108.33900479515577,0.8903800014152053
1774248.1203007519,3.7352592006331617,404.58793248010966,98.47209489804322,486864.36588349025,121.75736006412468,108.81286606379545,0.8936861476504427,404.58793248010966,98.47209489804322,486864.36588349025,1792.174825263457,121.75736006412468,108.81286606379545,0.8936861476504427
1769172.9323308272,3.7245745943806887,404.44715174325745,98.12997691096373,486812.73677314137,121.8375164553948,109.28631223403616,0.8969840769369779,404.44715174325745,98.12997691096373,486812.73677314137,1792.174825263457,121.8375164553948,109.28631223403616,0.8969840769369779
1764097.7443609023,3.7138899881282152,404.30617954055384,97.78830895836568,486760.9274687235,121.91773496049323,109.75935791790592,0.9002739261311968,404.30617954055384,97.78830895836568,486760.9274687235,1792.1748252634568,121.91773496049323,109.75935791790592,0.9002739261311968
1759022.5563909775,3.703205381875742,404.1650147211308,97.44709049817837,486708.93694755953,121.99801478014034,110.23201754879985,0.9035558303752346,404.16501472113066,97.44709049817841,486708.93694755953,1792.1748252634566,121.99801478014028,110.23201754879985,0.903555830375235
1753947.3684210526,3.6925207756232687,404.02365612208274,97.10632098415759,486656.7641784257,122.07835511521375,110.70430538667658,0.9068299231440111,404.0236561220827,97.10632098415769,486656.7641784257,1792.1748252634563,122.07835511521367,110.70430538667658,0.9068299231440117
1748872.1804511277,3.6818361693707953,403.8821025683476,96.76599986592232,486604.408121453,122.15875516674076,111.17623552311863,0.9100963362909885,403.8821025683476,96.76599986592232,486604.408121453,1792.174825263457,122.15875516674076,111.17623552311863,0.9100963362909885
1743796.992481203,3.6711515631183222,403.74035287258437,96.42612658899309,486551.86772802693,122.23921413588893,111.64782188625138,0.9133552000926357,403.74035287258437,96.42612658899309,486551.86772802693,1792.1748252634566,122.23921413588893,111.64782188625138,0.9133552000926357
1738721.8045112782,3.6604669568658488,403.5984058350526,96.08670059482758,486499.14194068883,122.31973122395883,112.11907824549895,0.9166066432913984,403.5984058350525,96.08670059482759,486499.14194068883,1792.1748252634563,122.31973122395884,112.11907824549895,0.9166066432913983
1733646.6165413535,3.6497823506133757,403.45626024348564,95.74772132085876,486446.22969303216,122.40030563237424,112.59001821624177,0.9198507931377444,403.45626024348564,95.74772132085876,486446.22969303216,1792.1748252634563,122.40030563237424,112.59001821624177,0.9198507931377444
1728571.4285714286,3.6390977443609023,403.31391487296537,95.40918820053143,486393.1299095983,122.48093656267278,113.06065526433731,0.9230877754309532,403.31391487296537,95.40918820053143,486393.1299095983,1792.1748252634563,122.48093656267278,113.06065526433731,0.9230877754309532
1723496.2406015038,3.628413138108429,403.171368485794,95.07110066333824,486339.84150577284,122.56162321649724,113.53100271050324,0.926317714558643,403.171368485794,95.07110066333824,486339.84150577284,1792.1748252634568,122.56162321649724,113.53100271050324,0.926317714558643
1718421.0526315789,3.6177285318559553,403.0286198313637,94.73345813485626,486286.3633876768,122.6423647955859,114.00107373461147,0.9295407335354524,403.0286198313637,94.73345813485626,486286.3633876768,1792.1748252634563,122.6423647955859,114.00107373461147,0.9295407335354524
1713345.864661654,3.6070439256034823,402.8856676460252,94.39626003678256,486232.6944520608,122.72316050176296,114.47088137983559,0.9327569540404004,402.8856676460251,94.39626003678256,486232.6944520608,1792.1748252634566,122.72316050176296,114.47088137983559,0.9327569540404004
1708270.6766917293,3.5963593193510093,402.74251065295346,94.05950578697029,486178.8335861922,122.80400953692845,114.94043855673046,0.935966496453576,402.74251065295346,94.05950578697029,486178.8335861922,1792.1748252634563,122.80400953692845,114.94043855673046,0.935966496453576
1703195.4887218045,3.585674713098536,402.5991475620125,93.72319479946408,486124.7796677461,122.884911103048,115.40975804716764,0.9391694798915394,402.5991475620125,93.72319479946408,486124.7796677461,1792.174825263457,122.884911103048,115.40975804716764,0.9391694798915394
1698120.3007518798,3.5749901068460628,402.45557706961654,93.38732648453596,486070.53156468994,122.96586440214189,115.878852508204,0.9423660222420683,402.45557706961654,93.38732648453596,486070.53156468994,1792.1748252634563,122.96586440214189,115.878852508204,0.9423660222420683
1693045.112781955,3.5643055005935893,402.3117978585921,93.05190024871835,486016.088135171,123.04686863627667,116.34773447582042,0.9455562401977191,402.31179785859206,93.05190024871844,486016.088135171,1792.1748252634561,123.04686863627659,116.34773447582042,0.9455562401977198
1687969.92481203,3.553620894341116,402.16780859803436,92.71691549484173,485961.44822739746,123.12792300755072,116.81641636860405,0.9487402492888667,402.1678085980344,92.71691549484173,485961.44822739746,1792.1748252634561,123.1279230075507,116.81641636860405,0.9487402492888668
1682894.7368421052,3.5429362880886424,402.02360794316417,92.3823716220668,485906.6106795219,123.2090267180861,117.284910491308,0.9519181639155949,402.02360794316405,92.38237162206688,485906.6106795219,1792.1748252634563,123.20902671808604,117.284910491308,0.9519181639155954
1677819.5488721803,3.532251681836169,401.879194535181,92.04826802592028,485851.5743195198,123.29017897001522,117.75322903835111,0.95509009737904,401.879194535181,92.04826802592028,485851.5743195198,1792.1748252634561,123.29017897001522,117.75322903835111,0.95509009737904
1672744.3609022556,3.521567075583696,401.73456700111626,91.714604098328,485796.3379650693,123.37137896547004,118.22138409720729,0.9582561619117173,401.73456700111626,91.714604098328,485796.3379650693,1792.1748252634563,123.37137896547004,118.22138409720729,0.9582561619117173
1667669.172932331,3.5108824693312233,401.58972395368073,91.38137922764977,485740.9004234254,123.45262590656891,118.68938765174892,0.9614164687073979,401.58972395368073,91.38137922764977,485740.9004234254,1792.1748252634561,123.45262590656891,118.68938765174892,0.9614164687073979
1662593.984962406,3.50019786307875,401.4446639911131,91.04859279871185,485685.26049129624,123.53391899540533,119.1572515854805,0.9645711279499875,401.444663991113,91.0485927987119,485685.26049129624,1792.1748252634557,123.53391899540529,119.1572515854805,0.9645711279499878
1657518.7969924812,3.4895132568262763,401.2993856970245,90.71624419284078,485629.4169547156,123.61525743403466,119.62498768470883,0.9677202488418133,401.2993856970244,90.71624419284085,485629.4169547156,1792.1748252634557,123.61525743403462,119.62498768470883,0.9677202488418136
1652443.6090225563,3.478828650573803,401.1538876402407,90.38433278789684,485573.36858891184,123.69664042446044,120.09260764166255,0.9708639396314178,401.1538876402408,90.38433278789682,485573.36858891184,1792.1748252634561,123.69664042446044,120.09260764166255,0.9708639396314178
1647368.4210526315,3.4681440443213294,401.0081683746416,90.05285795830689,485517.1141581775,123.77806716862064,120.56012305751412,0.9740023076404742,401.0081683746415,90.05285795830687,485517.1141581775,1792.1748252634557,123.77806716862065,120.56012305751412,0.9740023076404741
1642293.2330827068,3.4574594380688564,400.8622264390008,89.72181907509581,485460.652415738,123.85953686837532,121.0275454453325,0.9771354592900476,400.8622264390008,89.72181907509581,485460.652415738,1792.1748252634566,123.85953686837532,121.0275454453325,0.9771354592900476
1637218.045112782,3.446774831816383,400.71606035681725,89.39121550592063,485403.98210361163,123.94104872549028,121.49488623302098,0.980263500126684,400.71606035681725,89.39121550592063,485403.98210361163,1792.1748252634566,123.94104872549028,121.49488623302098,0.980263500126684
1632142.8571428573,3.43609022556391,400.56966863615116,89.06104661510119,485347.10195247683,124.02260194162326,121.96215676612277,0.9833865348473311,400.56966863615105,89.0610466151013,485347.10195247683,1792.174825263456,124.02260194162311,121.96215676612277,0.9833865348473323
1627067.6691729324,3.425405619311437,400.42304976945167,88.73131176365267,485290.0106815303,124.10419571830846,122.42936831061984,0.9865046673241399,400.4230497694516,88.73131176365264,485290.0106815303,1792.1748252634561,124.1041957183085,122.42936831061984,0.9865046673241396
1621992.4812030075,3.4147210130589634,400.27620223338454,88.40201030931692,485232.7069983453,124.18582925694102,122.8965320556578,0.989618000628593,400.27620223338454,88.40201030931692,485232.7069983453,1792.1748252634566,124.18582925694102,122.8965320556578,0.989618000628593
1616917.2932330826,3.40403640680649,400.1291244886563,88.07314160659443,485175.1895987279,124.26750175875944,123.36365911621685,0.9927266370551392,400.1291244886563,88.07314160659443,485175.1895987279,1792.174825263456,124.26750175875944,123.36365911621685,0.9927266370551392
1611842.1052631577,3.3933518005540164,399.9818149798368,87.74470500677435,485117.45716657204,124.34921242483061,123.83076053571621,0.9958306781441997,399.9818149798368,87.74470500677435,485117.45716657204,1792.1748252634561,124.34921242483061,123.83076053571621,0.9958306781441997
1606766.917293233,3.3826671943015434,399.83427213517643,87.41669985796642,485059.50837370876,124.43096045603083,124.29784728860137,0.9989302247049962,399.8342724963356,87.41669961786052,485059.50837370876,1792.174826343404,124.43096072529814,124.29784728860137,0.9989302225433216
1601691.7293233082,3.37198258804907,399.6864943664233,87.08912550513044,485001.34187975817,124.51274505302926,124.76493028283885,1.0020253768375453,399.69468326603965,87.08371897530337,485011.11943570833,1792.199289119628,124.51883066873239,124.68653783220272,1.0013468417794293
1596616.5413533836,3.361297981796597,399.53848006863564,86.7619812901073,484942.9563319743,124.5945654162686,125.2320203624032,1.0051162339545459,399.5549095138974,86.75120914739824,484962.54826595145,1792.223861676726,124.60673554272651,125.0754774370063,1.0037617701181094
1591541.3533834587,3.3506133755441234,399.39022761999115,86.43526655164926,484884.3503650908,124.67642074594538,125.69912830969167,1.008202894802621,399.4149499035449,86.41916932466398,484913.79372866766,1792.2485447470679,124.69467453755557,125.46467283926044,1.0061750696616396
1586466.1654135338,3.33992876929165,399.2417353815947,86.10898062544884,484825.5226011623,124.75831024199151,126.16626484791148,1.0112854574832648,399.27480308422093,86.08759869490243,484864.8546775387,1792.2733390701387,124.78264684433697,125.85413077416499,1.0085868023873918
1581390.977443609,3.3292441630391765,399.09300169728135,85.783122844169,484766.4716494045,124.840233104053,126.63344064341369,1.014364019473322,399.1344673855099,85.75649663903165,484815.72995556553,1792.298244484673,124.87065143129438,126.24385797680183,1.0109970319668191
1576315.789473684,3.3185595567867034,398.94402489341724,85.45769253747203,484707.19610603113,124.922188531469,127.10066630799273,1.0174386776451243,398.99394204792367,85.42586193996209,484766.4183949328,1792.3232635922132,124.9586879469179,126.63386118306725,1.0134058164636055
1571240.6015037594,3.3078749505342304,398.794803278696,85.13268903204859,484647.69455408835,125.00417572325044,127.56795240114691,1.0205095282862588,398.85322564551285,85.09569380148844,484716.918816871,1792.3483970593072,125.04675555982668,127.02414713059859,1.0158132177193984
1566165.4135338347,3.2971903442817574,398.64533514393344,84.80811165164646,484587.9655632858,125.08619387805669,128.0353094323061,1.02357666711903,398.7123159142834,84.76599194126855,484667.2300315158,1792.3736431180887,125.13485284225024,127.41472255970397,1.0182193023419928
1561090.2255639099,3.286505738029284,398.49561876185714,84.483959717099,484528.0076898277,125.1682421941727,128.50274786300318,1.0266401893194097,398.5712122831084,84.43675499369436,484617.3508377678,1792.3990050818716,125.2229796113185,127.80559421426878,1.0206241267454783
1556015.037593985,3.2758211317768104,398.3456523868939,84.16023254635294,484467.8194762366,125.2503198694852,128.9702781090465,1.0297001895359437,398.4299130267506,84.10798231114609,484567.2800231457,1792.424482889279,125.31113485544792,128.1967688426917,1.0230277540026471
1550939.84962406,3.265136525524337,398.1954342549536,83.83692945449613,484407.39945117955,125.3324261014578,129.4379105426184,1.0327567619080251,398.2884169360666,83.7796729115314,484517.0163636418,1792.4500780632047,125.39931794862433,128.58825319878343,1.025430243978405
1545864.6616541352,3.2544519192718635,398.04496258320705,83.51404975378605,484346.7461292864,125.41456008710436,129.90565549438233,1.0358100000841908,398.1467220364327,83.45182627244517,484466.55862357066,1792.4757899151239,125.4875277260796,128.98005404269554,1.0278316608821843
1540789.4736842106,3.2437673130193905,397.89423556986424,83.19159275367595,484285.85801096953,125.49672102296364,130.373523255525,1.03885999723984,398.0048268664936,83.12444153948462,484415.9055554194,1792.5016193331458,125.57576340633008,129.3721781418215,1.0302320657466937
1535714.2857142857,3.233082706766917,397.74325139394534,82.86955776084197,484224.7335822376,125.57890810507189,130.8415240797918,1.0419068460948608,397.86273061112956,82.79751745767307,484365.0558996926,1792.5275691678287,125.66402467955125,129.76463227171266,1.0326315156833321
1530639.097744361,3.2223981005144444,397.59200821505004,82.54794407921027,484163.37131450896,125.66112052893385,131.30966818547697,1.0449506389308578,397.7204308482495,82.4710537322697,484314.0083847571,1792.553637580571,125.75231010188826,130.15742321697903,1.0350300770739052
1525563.9097744361,3.211713494261971,397.4405041731206,82.22675100998347,484101.7696644169,125.74335748949346,131.77796575742155,1.0479914676083968,397.5779267049238,82.14504912170887,484262.76172668,1792.579827362773,125.84061934524428,130.55055777222103,1.0374278071061858
1520488.7218045113,3.2010288880094975,397.28873738820414,81.90597785166561,484039.92707361985,125.82561818110534,132.24642694892847,1.05102942358353,397.4352164065576,81.81950291489694,484211.3146290707,1792.606138702619,125.92895145235427,130.94404274290827,1.0398247681149912
1515413.5338345864,3.190344281757024,397.13670596020734,81.58562390008964,483977.8419685998,125.90790179750128,132.71506188371512,1.0540645979246153,397.292298572978,81.49441415414955,484159.6657829134,1792.632573008607,126.01730575733527,131.33788494631392,1.0422210200178712
1510338.3458646615,3.1796596755045505,396.98440796865054,81.26568844844084,483915.51276046486,125.9902075317609,133.1838806577893,1.0570970813284433,397.1491710467284,81.16978232429408,484107.81386640243,1792.6591294626357,126.10568106106824,131.73209121240396,1.0446166271336426
1505263.1578947369,3.1689750692520775,396.8318414724139,80.94617078728406,483852.9378447415,126.07253457627579,133.65289334135255,1.0601269641365902,397.00583297041146,80.84560613884334,484055.75754477,1792.6858111279519,126.19407708894487,132.12666838476605,1.047011646130109
1500187.9699248122,3.1582904629996045,396.67900450948196,80.6270702045869,483790.11560117034,126.15488212271761,134.12210998063404,1.0631543363511393,396.8622821709223,80.52188506483078,484003.4954701159,1792.7126172618835,126.28249265746028,132.52162332150232,1.0494061412056983
1495112.7819548873,3.147605856747131,396.52589509668314,80.30838598574483,483727.0443934929,126.2372493620021,134.5915405997425,1.066179287650536,396.71851702925494,80.19861823306374,483951.02628123015,1792.7395488118884,126.37092698475652,132.91696289615436,1.05180017324861
1490037.5939849624,3.136921250494658,396.3725112294236,79.99011741360562,483663.7225692375,126.31963548425276,135.06119520248197,1.0692019074051156,396.57453622101445,79.87580459627272,483898.34860341495,1792.7666080142424,126.4593794563534,133.31269399861392,1.0541938017703614
1484962.4060150376,3.1262366442421845,396.2188508814189,79.67226376849209,483600.14845950285,126.40203967876455,135.53108377413753,1.0722222846923462,396.43033790027084,79.55344339261937,483845.4610483046,1792.7937945333701,126.5478492559447,133.70882353602818,1.056587087984406
1479887.2180451127,3.115552037989711,396.06491200441525,79.35482432822829,483536.3206106809,126.48446108618698,136.00121457779764,1.0752404952346353,396.28592053947625,79.2315336681719,483792.362406637,1792.8211101449451,126.63633565100018,134.10535699487917,1.058980081076122
1474812.030075188,3.104867431737238,395.91069252791556,79.03779836815953,483472.23685027426,126.56689899112949,136.4716010291132,1.0782566541246925,396.14128208837064,78.91007474808548,483739.05087110266,1792.848554785031,126.72483761342784,134.50230423971425,1.061372867172349
1469736.8421052631,3.0941828254847645,395.7561903588921,78.72118516117624,483407.89569700154,126.64935253080417,136.94225131052465,1.0812708361633117,395.9964209863286,78.58906567139506,483685.52520941786,1792.8761298859943,126.81335446480445,134.8996707526088,1.063765494745655
1464661.6541353385,3.0834982192322915,395.60140338149677,78.4049839777379,483343.295413975,126.73182089079285,137.41317535101186,1.0842831294077542,395.8513354827158,78.26850557099257,483631.7839766587,1792.9038363900559,126.90188540926114,135.29746351902003,1.0661580250181704
1459586.4661654136,3.072813612979818,395.44632945676756,78.0891940858937,483278.43424672855,126.8143032556446,137.88438306980558,1.0872936216969535,395.7060238076089,77.94839357786947,483577.8257132779,1792.9316752494212,126.9904296510774,135.69568954628645,1.0685505192724196
1454511.2781954887,3.0621290067273446,395.29096642232844,77.7738147513048,483213.3104229756,126.8967988088315,138.35588437810196,1.0903024006660202,395.56048417155057,77.6287288211452,483523.64894490317,1792.959647426425,127.0789863946401,136.0943558645679,1.070943038858768
1449436.0902255639,3.051444400474871,395.13531209208463,77.45884523726598,483147.92215236335,126.97930673270236,138.82768918076567,1.0933095537606354,395.41471476530177,77.3095104280943,483469.2521821328,1792.9877538936753,127.16755484440264,136.49346952778504,1.0733356452028446
1444360.9022556392,3.0407597942223985,394.97936425591115,77.14428480472678,483082.26762622374,127.06182620843613,139.29980737800935,1.0963151682512233,395.26871375959036,76.99073752417257,483414.6339203287,1793.0159956342006,127.25613420484356,136.89303761455727,1.0757283998129412
1439285.7142857143,3.030075187969925,394.8231206793383,76.83013271231194,483016.3450173179,127.14435641599417,139.7722488670843,1.0993193312471838,395.12247930485205,76.67240923304456,483359.7926394036,1793.0443736415987,127.34472368042233,137.29306722916044,1.078121364287569
1434210.5263157894,3.0193905817174516,394.66657910322806,76.51638821634224,482950.15247957903,127.22689653407012,140.2450235439387,1.1023221297108543,394.97600953097145,76.35452467660784,483304.72680360713,1793.0728889201916,127.43332247553705,137.6935655024726,1.0805146003228878
1429135.3383458646,3.008705975464978,394.50973724344817,76.20305057085424,482883.68814784795,127.30944574004002,140.71814130488679,1.105323650471519,394.82930254701284,76.03708297502037,483249.434861306,1793.1015424851805,127.52192979447688,138.09453959293975,1.0829081697203173
1424060.15037594,2.998021369212505,394.3525927905372,75.89011902762034,482816.95013760595,127.39200320990919,141.191612048259,1.1083239802392588,394.6823564409507,75.72008324672439,483193.9152447615,1793.1303353627995,127.61054484137733,138.49599668753956,1.08530213439409
1418984.962406015,2.9873367629600316,394.1951434093666,75.57759283616753,482749.9365447031,127.47456811825968,141.6654456760427,1.1113232056186924,394.53516927939387,75.40352460847079,483138.1663699038,1793.1592685904868,127.6991668201728,138.89794400274766,1.0876965563788297
1413909.7744360901,2.976652156707558,394.03738673879377,75.26547124379674,482682.6454450791,127.55713963819508,142.13965209553533,1.1143214131227956,394.38773910730174,75.0874061753449,483082.1866360994,1793.188343217034,127.78779493454638,139.3003887855276,1.090091497837317
1408834.5864661655,2.965967550455085,393.8793203913097,74.95375349560172,482615.07489448227,127.6397169412835,142.61424122097148,1.1173186891865055,394.24006394770004,74.77172706078902,483025.97442591767,1793.2175603027658,127.87642838788135,139.70333831431032,1.0924870210681439
1403759.3984962406,2.9552829442026116,393.7209419526829,74.64243883448609,482547.2229281836,127.72229919750171,143.0892229751449,1.1203151201802337,394.0921418013893,74.45648637662534,482969.5281048927,1793.2469209197081,127.96506638321094,140.10679989997837,1.094883188513396
1398684.2105263157,2.9445983379501386,393.5622489815911,74.33152650118232,482479.0875606814,127.80488557517417,143.5646072910562,1.1233107924235983,393.9439706466453,74.14168323308077,482912.8460212776,1793.2764261517514,128.05370812316374,140.51078088688706,1.0972800627666475
1393609.022556391,2.9339137316976656,393.40323900925193,74.02101573426876,482410.66678540607,127.88747524091275,144.04040411351895,1.1263057921987867,393.79554843891884,73.82731673880764,482855.9265057993,1793.3060770948396,128.14235280991255,140.91528865385544,1.099677706580668
1388533.8345864662,2.923229125445192,393.2439095390438,73.710905770186,482341.95857441716,127.97006735955584,144.5166234007827,1.129300205764026,393.6468731105267,73.5133860009063,482798.767871406,1793.3358748571432,128.23099964511945,141.32033061518786,1.1020761828753831
1383458.6466165413,2.9125445191927186,393.0842580461185,73.40119584325484,482272.96087809245,128.05266109410266,144.9932751261695,1.1322941193671687,393.49794257033557,73.19989012494777,482741.3684130087,1793.3658205592387,128.31964782987825,141.72591422171385,1.1044755547459821
